year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type,car_state
2017,Audi,Q3,90918.0,SUV,Automatic,4X4,black,black,5,2,gasoline,13086,11.9,8.4,2.0,4.0,Inline,3
2019,Infiniti,QX60,62189.0,SUV,CVT,4X4,white,black,7,4,gasoline,36925,10.8,8.7,2.4,6.0,V-Engine,1
2018,Nissan,Qashqai,24710.0,SUV,CVT,4X4,black,black,5,4,gasoline,15597,9.0,7.5,2.0,4.0,Inline,3
2023,GMC,Sierra,7.0,Truck,Automatic,4X4,white,black,5,4,diesel,79702,11.1,10.2,2.4,6.0,Inline,1
2023,Jeep,Wrangler,0.0,SUV,Automatic,4X4,black,black,5,4,electric,63768,0.0,11.9,2.4,0.0,Electric,2
2021,Honda,Pilot,35075.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,50625,12.4,9.3,3.5,6.0,Inline,2
2016,BMW,7,129696.0,Sedan,Automatic,4X4,black,brown,5,4,gasoline,38279,14.3,9.3,4.4,8.0,Inline,2
2018,Volkswagen,Passat,126375.0,Sedan,Automatic,FWD,gray,gray,5,4,gasoline,22733,9.3,6.5,2.4,4.0,Inline,2
2010,Dodge,Journey,209014.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,3681,13.6,8.7,3.5,6.0,V-Engine,3
2005,Nissan,Altima,163000.0,Sedan,Automatic,FWD,yellow,beige,5,4,gasoline,6476,9.9,7.1,2.4,4.0,Inline,2
2018,Volkswagen,Atlas,119671.0,SUV,Automatic,FWD,white,black,5,4,gasoline,36011,13.7,10.1,2.4,6.0,V-Engine,1
2014,Audi,A4,234000.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,14742,10.1,6.8,2.4,4.0,Inline,2
2017,Audi,A7,78000.0,Hatchback,Automatic,4X4,gray,black,4,4,gasoline,39286,10.8,8.7,3.0,6.0,V-Engine,2
1988,Ferrari,328,67000.0,Convertible,Automatic,4X4,red,brown,5,2,gasoline,166277,10.8,8.7,2.4,4.0,Inline,1
2015,BMW,5,144322.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,21616,10.8,8.7,2.0,4.0,Inline,2
2023,Mazda,Mazda3,150.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,39609,10.8,8.7,2.4,4.0,Inline,1
2023,Chevrolet,SILVERADO,35.0,Truck,Automatic,4X4,white,black,6,4,diesel,83490,10.8,8.7,6.6,8.0,Inline,2
2022,Ford,Escape,250.0,SUV,Automatic,FWD,black,black,5,4,hybrid,46381,10.8,8.7,2.5,4.0,Hybrid,2
2020,BMW,4,43211.0,Sedan,Automatic,4X4,white,red,5,4,gasoline,47739,11.4,7.6,2.4,6.0,Inline,2
2023,Mazda,CX-9,90.0,SUV,Automatic,4X4,black,black,5,4,gasoline,60393,11.6,9.1,2.4,4.0,Inline,1
2019,Audi,Q8,69000.0,SUV,Automatic,4X4,black,black,5,4,hybrid,66506,10.8,8.7,2.4,6.0,V-Engine,1
2014,Hyundai,Tucson,182958.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,11894,9.3,6.8,2.0,4.0,Other,2
2019,Acura,TLX,103658.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,32716,12.0,8.2,3.5,6.0,V-Engine,2
2017,Ford,Escape,172520.0,SUV,Automatic,4X4,gray,brown,5,4,gasoline,22010,10.7,8.3,2.4,4.0,Inline,1
2011,Hyundai,Santa,206000.0,SUV,Automatic,FWD,black,black,5,4,gasoline,9829,10.8,8.7,3.5,4.0,Other,2
2015,GMC,Acadia,212000.0,SUV,Automatic,FWD,white,gray,7,4,gasoline,13759,10.8,8.7,3.6,4.0,Other,2
2020,Subaru,WRX,148000.0,Sedan,CVT,4X4,gray,black,5,4,gasoline,50265,12.9,9.7,2.0,4.0,Inline,1
2015,Hyundai,Santa,137000.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,12516,12.9,9.7,2.4,6.0,V-Engine,3
2018,Nissan,Pathfinder,78988.0,SUV,Automatic,4X4,blue,black,7,4,gasoline,28103,12.25,9.05,2.4,6.0,V-Engine,2
2022,Acura,MDX,45339.0,SUV,Automatic,4X4,blue,red,7,4,gasoline,61231,12.6,9.4,3.5,6.0,V-Engine,2
2020,Honda,CR-V,61509.0,SUV,CVT,4X4,white,black,5,4,gasoline,40858,8.7,7.4,2.4,4.0,Inline,1
2014,Hyundai,Veloster,162414.0,Coupe,Automatic,FWD,white,black,5,3,gasoline,12298,8.6,6.3,1.6,4.0,Other,2
2014,Ford,F-150,142789.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,18525,15.1,10.7,5.0,8.0,V-Engine,1
2019,Hyundai,Veloster,127613.0,Hatchback,Automatic,FWD,white,black,4,3,gasoline,29789,9.1,7.1,2.4,4.0,Inline,1
2019,Ford,Fusion,79184.0,Sedan,Automatic,FWD,metallic,black,5,4,hybrid,29969,5.8,6.5,2.0,4.0,Other,1
2023,Nissan,Pathfinder,50.0,SUV,Automatic,4X4,green,black,8,4,gasoline,57608,11.6,9.2,2.4,6.0,V-Engine,2
2023,Jeep,Wrangler,13.0,SUV,Automatic,4X4,yellow,black,5,4,gasoline,46054,10.8,8.7,3.6,6.0,V-Engine,3
2009,Hyundai,Accent,182500.0,Sedan,Automatic,4X4,black,gray,5,4,gasoline,6491,7.65,5.8,2.4,4.0,Inline,1
2014,Ford,Police,202000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,9660,10.8,8.7,2.4,4.0,Inline,2
2023,Nissan,Sentra,90.0,Sedan,CVT,FWD,blue,gray,5,4,gasoline,12035,8.0,6.0,2.4,4.0,Inline,4
2018,Honda,Odyssey,63000.0,Van,Automatic,FWD,white,black,8,4,gasoline,34608,12.6,8.4,2.4,6.0,V-Engine,2
2023,Mazda,CX-5,100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,31118,9.8,7.9,2.4,4.0,Inline,3
2017,Jaguar,F-Pace,74530.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,36477,13.3,10.0,2.4,6.0,Inline,2
2013,Honda,Civic,166000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,3846,10.8,8.7,1.8,4.0,Other,4
2019,Acura,MDX,76885.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,11589,12.2,9.25,3.5,6.0,V-Engine,4
2020,Chevrolet,Equinox,115034.0,SUV,Automatic,4X4,white,black,5,4,gasoline,27066,10.9,8.3,2.0,4.0,Other,2
2013,Ford,Escape,129894.0,SUV,Automatic,FWD,black,black,5,4,gasoline,6553,9.1,6.0,1.6,4.0,Other,3
2019,Honda,Civic,102003.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,25960,7.9,6.1,2.4,4.0,Inline,2
2020,Nissan,Rogue,110112.0,SUV,CVT,4X4,black,black,5,4,gasoline,27593,9.6,7.5,2.4,4.0,Inline,2
2023,Chevrolet,Silverado,7.0,Truck,Automatic,4X4,white,black,5,2,gasoline,72538,12.9,11.5,2.7,4.0,Inline,1
2020,Mazda,CX-5,99000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34716,9.8,7.9,2.4,4.0,Inline,2
2016,BMW,X6,60699.0,SUV,Automatic,4X4,black,red,5,4,gasoline,23126,16.6,12.1,2.4,8.0,Inline,3
2023,Jeep,Wrangler,15.0,SUV,Automatic,4X4,black,black,5,4,gasoline,27507,18.5,14.1,6.4,8.0,V-Engine,4
2017,Hyundai,Santa,105000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,27273,12.5,9.6,2.0,4.0,Other,1
2023,Nissan,Qashqai,90.0,Hatchback,Automatic,FWD,black,gray,5,4,gasoline,29462,8.6,7.3,2.4,4.0,Inline,2
2018,Porsche,Macan,49182.0,SUV,Automatic,4X4,red,black,5,4,gasoline,33385,13.7,10.3,2.4,6.0,V-Engine,3
2019,Audi,Q7,75413.0,SUV,Automatic,4X4,black,black,7,4,gasoline,52986,12.6,9.4,3.0,4.0,Other,1
2019,BMW,7,64000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,58137,13.3,9.2,4.4,4.0,Other,2
2012,Volkswagen,Golf,117361.0,Hatchback,Automatic,FWD,black,black,5,4,gasoline,4241,10.8,8.7,2.4,4.0,Inline,4
2017,Porsche,Cayenne,72367.0,SUV,High-Performance,4X4,black,black,5,4,gasoline,56021,13.25,9.95,2.4,6.0,Inline,2
2018,Mercedes-Benz,C-Class,118639.0,Convertible,Automatic,4X4,black,black,4,2,gasoline,23881,10.8,8.0,2.4,4.0,Inline,3
2020,Hyundai,Kona,6068.0,SUV,Automatic,4X4,brown,gray,5,4,gasoline,29073,9.0,8.0,2.4,4.0,Inline,2
2021,Kia,Soul,16650.0,Hatchback,Automatic,FWD,gray,black,5,4,gasoline,16701,8.5,7.0,2.0,4.0,Other,3
2018,Ford,1,154.0,Truck,Automatic,4X4,black,black,5,4,gasoline,38689,10.8,8.7,2.4,4.0,Inline,2
2015,Nissan,Rogue,196450.0,SUV,CVT,4X4,silver,black,5,4,gasoline,14000,9.5,7.4,2.5,4.0,Other,2
2023,Audi,e-tron,1237.0,Sedan,Automatic,4X4,gray,black,5,4,electric,49143,0.0,8.7,2.4,0.0,Electric,4
2020,Ford,Fusion,68216.0,Sedan,CVT,FWD,silver,black,5,4,hybrid,32125,5.5,5.7,2.0,4.0,Hybrid,1
2023,Alfa Romeo,Romeo,65.0,SUV,Automatic,4X4,black,black,5,4,gasoline,72240,10.8,8.3,2.4,4.0,Inline,2
2021,Hyundai,Kona,63101.0,SUV,Automatic,4X4,black,black,5,4,gasoline,28945,9.2,7.8,2.4,4.0,Inline,3
2020,Chevrolet,Corvette,19217.0,Convertible,Automatic,RWD,white,white,2,4,gasoline,116500,15.4,8.7,2.4,8.0,Inline,2
2022,Tesla,Model,8795.0,Sedan,Automatic,4X4,blue,black,5,4,electric,48327,0.0,8.7,2.4,0.0,Electric,3
2022,Jeep,Wagoneer,6215.0,SUV,Automatic,4X4,black,black,7,4,gasoline,85023,10.8,8.7,5.7,4.0,Other,2
2016,Hyundai,Accent,144399.0,Hatchback,Automatic,FWD,white,black,5,4,gasoline,12044,8.8,6.3,1.6,4.0,Inline,2
2023,Jeep,Compass,8.0,SUV,Automatic,4X4,black,black,5,4,gasoline,52556,10.8,8.7,2.0,4.0,Inline,1
2019,Honda,CR-V,38426.0,SUV,CVT,4X4,gray,black,5,4,gasoline,32402,8.7,7.2,2.4,4.0,Inline,2
2023,Infiniti,QX60,650.0,SUV,Automatic,4X4,white,gray,7,4,gasoline,79067,11.9,9.3,2.4,6.0,V-Engine,1
2016,Porsche,911,42839.0,Coupe,Automatic,4X4,white,black,5,4,gasoline,130916,10.8,8.7,2.4,6.0,Inline,2
2018,GMC,Sierra,135000.0,Truck,Automatic,4X4,black,gray,5,4,gasoline,20014,15.0,10.7,2.4,8.0,Inline,3
2023,Mazda,CX-5,5802.0,SUV,Automatic,4X4,black,black,5,4,gasoline,30614,10.8,8.7,2.5,4.0,Inline,3
2013,Chrysler,Town,173000.0,Van,Automatic,FWD,blue,gray,7,4,gasoline,13435,10.8,8.7,2.4,6.0,V-Engine,1
2019,Volvo,XC90,95347.0,SUV,Automatic,4X4,black,black,5,4,gasoline,13954,10.8,8.7,2.4,4.0,Inline,4
2018,Nissan,Qashqai,69689.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,23063,10.8,8.7,2.4,4.0,Inline,2
2018,Mercedes-Benz,C-Class,67898.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,42332,11.8,8.8,2.4,6.0,Inline,2
2023,Hyundai,Kona,11.0,SUV,Automatic,FWD,gray,black,5,4,electric,47274,0.0,8.7,0.0,0.0,Electric,2
2007,Honda,Element,91000.0,SUV,Automatic,4X4,silver,gray,4,4,gasoline,5104,11.0,8.3,2.4,4.0,Other,4
2019,Audi,allroad,59475.0,Wagon,Automatic,4X4,white,black,5,2,gasoline,13012,10.8,8.7,2.4,4.0,Inline,4
2014,Honda,Civic,139680.0,Coupe,Automatic,FWD,silver,black,5,2,gasoline,15974,6.9,5.1,2.4,4.0,Inline,1
2008,Infiniti,G37,246000.0,Coupe,Manual,RWD,blue,black,5,2,gasoline,4949,10.8,8.7,2.4,4.0,Inline,3
2023,Chevrolet,SILVERADO,35.0,Truck,Automatic,4X4,white,black,6,4,gasoline,60427,10.8,8.7,6.6,8.0,Inline,3
2014,Subaru,Outback,130000.0,Wagon,Automatic,4X4,white,black,5,4,gasoline,15447,10.8,8.7,2.4,4.0,Inline,2
2023,Volvo,XC40,50.0,SUV,Automatic,4X4,green,gray,5,4,gasoline,62376,10.8,8.7,2.0,4.0,Inline,2
2020,Mazda,CX-5,37422.0,SUV,Automatic,4X4,gray,black,5,2,gasoline,35378,10.8,8.7,2.5,4.0,Inline,2
2020,Chevrolet,Trax,53340.0,SUV,Automatic,FWD,black,black,5,4,gasoline,16885,9.1,7.6,2.4,4.0,Inline,3
2022,Jeep,Compass,18.0,SUV,Automatic,4X4,red,black,5,4,gasoline,46130,10.8,7.8,2.4,4.0,Inline,2
2014,Acura,RDX,177000.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,14992,10.7,7.3,3.5,4.0,Other,2
2022,Ford,Mustang,1.0,Coupe,Manual,RWD,gray,black,5,2,gasoline,66923,15.75,9.9,5.0,8.0,V-Engine,2
2016,Nissan,Rogue,136000.0,SUV,CVT,4X4,metallic,black,5,4,gasoline,17503,9.5,7.4,2.5,4.0,Other,2
2022,Cadillac,XT4,33464.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,51871,10.9,8.2,2.0,4.0,Inline,1
2014,Hyundai,Santa,173386.0,SUV,Automatic,4X4,gray,black,6,4,gasoline,15328,11.8,8.0,2.4,6.0,V-Engine,2
2019,Porsche,Panamera,39000.0,Hatchback,Automatic,4X4,other,black,5,4,gasoline,40570,10.8,8.7,2.4,4.0,Inline,4
2017,Mazda,Mazda3,79818.0,Sedan,Manual,FWD,white,black,5,4,gasoline,19729,10.8,8.7,2.4,4.0,Inline,2
2015,Scion,tC,171416.0,Coupe,Automatic,FWD,blue,gray,5,2,gasoline,15061,10.2,7.65,2.5,4.0,Other,1
2023,Ford,Bronco,10.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,51214,9.3,8.4,2.4,3.0,Inline,1
2018,Chrysler,Pacifica,86145.0,Van,Automatic,FWD,gray,black,7,4,hybrid,35108,7.3,7.2,3.6,6.0,Hybrid,2
2013,Hyundai,Santa,165000.0,SUV,Automatic,FWD,green,black,5,4,gasoline,13023,10.8,8.7,2.4,4.0,Inline,2
2022,Kia,Sorento,15337.0,SUV,Automatic,4X4,white,black,6,4,gasoline,49536,10.1,9.2,2.5,4.0,Inline,2
2021,Volkswagen,Jetta,12645.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,30836,8.0,6.0,2.4,4.0,Inline,2
2023,Jeep,Compass,8.0,SUV,Automatic,4X4,white,black,5,4,gasoline,20926,10.8,8.7,2.0,4.0,Inline,4
2018,BMW,4,21838.0,Sedan,Automatic,4X4,white,red,5,2,gasoline,35574,10.5,7.4,2.4,4.0,Inline,2
2020,Infiniti,QX50,28543.0,Wagon,CVT,4X4,black,black,5,4,gasoline,38486,10.8,8.3,2.0,4.0,Inline,2
2022,Jeep,Cherokee,12.0,SUV,Automatic,4X4,black,black,5,4,gasoline,49129,12.2,8.6,3.2,6.0,V-Engine,2
2019,Audi,A5,133580.0,Hatchback,Automatic,4X4,white,black,5,4,gasoline,22111,10.0,7.0,2.4,4.0,Inline,3
2021,Mazda,CX-5,37849.0,SUV,Automatic,4X4,red,black,5,4,gasoline,34895,9.8,7.9,2.4,4.0,Inline,2
2020,Ford,Mustang,2275.0,Coupe,Automatic,RWD,black,black,5,2,gasoline,57471,19.9,12.7,5.2,4.0,Other,2
2023,Volvo,XC60,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,76806,10.8,8.7,2.4,4.0,Inline,2
2020,Mercedes-Benz,GLE350,15108.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,66041,12.1,8.8,2.4,4.0,Inline,2
2015,Subaru,Legacy,200000.0,Sedan,CVT,4X4,black,black,5,4,gasoline,8860,10.8,8.7,2.4,4.0,Inline,3
2018,Jaguar,E-Pace,102507.0,SUV,Automatic,4X4,white,black,5,4,gasoline,37901,11.2,8.6,2.4,4.0,Inline,2
2022,Mercedes-Benz,A220,4995.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,52506,9.5,6.8,2.4,4.0,Inline,2
2020,Volkswagen,Jetta,51124.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,28163,7.8,5.9,2.4,4.0,Inline,2
2015,Kia,Rio,165885.0,Wagon,Automatic,FWD,gray,black,5,4,gasoline,12765,8.7,6.4,2.4,4.0,Inline,1
2020,Porsche,718,5355.0,Coupe,Manual,RWD,red,black,5,2,gasoline,164253,14.3,10.4,2.4,6.0,Inline,2
2018,Volvo,XC90,102409.0,SUV,Automatic,4X4,black,black,7,4,hybrid,26544,9.6,8.6,2.4,4.0,Inline,3
2021,Honda,Odyssey,45646.0,Van,Automatic,FWD,white,black,5,4,gasoline,51092,12.2,8.5,3.5,6.0,V-Engine,2
2021,Honda,CR-V,59236.0,SUV,CVT,4X4,silver,black,5,4,gasoline,27250,8.7,7.4,2.4,4.0,Inline,3
2022,Ford,Mustang,1200.0,SUV,Automatic,4X4,black,black,5,4,electric,74473,0.0,8.7,2.4,0.0,Electric,1
2020,Jeep,Grand,50738.0,SUV,Automatic,4X4,white,black,5,4,gasoline,42606,18.3,12.6,6.4,8.0,Inline,2
2021,Hyundai,Tucson,25465.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,22917,10.8,9.2,2.0,4.0,Inline,3
2023,Nissan,Sentra,50.0,Sedan,CVT,FWD,red,gray,5,4,gasoline,20484,8.0,6.0,2.4,4.0,Inline,3
2018,Mazda,Mazda3,62857.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,24322,10.8,8.7,2.0,4.0,Inline,1
2017,BMW,M4,65514.0,Coupe,Automatic,RWD,blue,black,4,2,gasoline,40675,13.7,9.1,3.0,6.0,Inline,3
2018,Mercedes-Benz,GLE-Class,69525.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,40600,13.5,10.3,2.4,6.0,Inline,2
2023,Nissan,Frontier,90.0,Truck,Automatic,4X4,white,black,5,4,gasoline,50164,13.5,10.4,2.4,6.0,V-Engine,2
2023,Volvo,XC60,50.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,48946,10.8,8.7,2.0,4.0,Inline,3
2018,Chevrolet,Cruze,56122.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,13486,8.0,5.9,2.4,4.0,Inline,3
2019,Subaru,WRX,47580.0,Sedan,Manual,4X4,gray,black,5,4,gasoline,38273,11.3,8.5,2.0,4.0,Other,2
2023,Volvo,XC40,50.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,38637,10.8,8.7,2.0,4.0,Inline,3
2016,GMC,Canyon,113946.0,Truck,Automatic,4X4,gray,black,5,4,gasoline,24422,13.6,9.9,3.6,6.0,Inline,3
2019,Audi,e-tron,67457.0,SUV,Automatic,4X4,gray,brown,5,4,electric,68665,0.0,8.7,2.4,0.0,Electric,2
2019,Hyundai,Kona,65666.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,17903,9.0,8.0,2.4,4.0,Inline,3
2013,Chevrolet,Malibu,124378.0,Sedan,Automatic,FWD,red,black,5,4,gasoline,6767,9.2,5.7,2.4,4.0,Inline,3
2019,BMW,X1,96088.0,Wagon,Automatic,4X4,blue,black,5,4,gasoline,19344,10.7,7.6,2.4,4.0,Inline,3
2011,Volkswagen,Golf,163000.0,Wagon,Automatic,FWD,black,black,5,4,gasoline,10733,10.8,8.7,2.4,4.0,Inline,2
2007,BMW,3,164000.0,Sedan,Automatic,RWD,blue,black,5,4,gasoline,1348,11.1,6.9,2.5,4.0,Other,4
2020,Bentley,Continental,14000.0,Coupe,Automatic,4X4,white,red,4,2,gasoline,374104,19.6,11.8,6.0,4.0,Other,1
2017,Jaguar,XF,88000.0,Sedan,Automatic,4X4,gray,red,5,4,diesel,30601,7.8,5.8,2.0,4.0,Other,1
2014,Porsche,Cayenne,91561.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,15844,13.1,8.850000000000001,2.4,6.0,V-Engine,3
2013,BMW,X3,79322.0,SUV,Automatic,4X4,black,beige,5,4,gasoline,16950,9.5,7.0,2.4,4.0,Inline,2
2023,Alfa Romeo,Romeo,95.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,77972,10.5,7.7,2.0,4.0,Inline,1
2022,Audi,Q7,33.0,SUV,Automatic,4X4,black,brown,7,4,gasoline,73968,10.8,8.7,0.0,0.0,Electric,2
2017,Audi,A6,68200.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,9839,11.5,8.2,2.4,6.0,V-Engine,4
2023,Chevrolet,Equinox,10.0,SUV,Automatic,4X4,black,black,5,4,gasoline,30569,9.9,7.9,1.5,4.0,Inline,3
2021,Hyundai,Palisade,25238.0,SUV,Automatic,4X4,other,black,7,4,gasoline,20405,12.3,9.6,2.4,6.0,V-Engine,4
2019,Hyundai,Santa,102795.0,SUV,Automatic,4X4,black,black,5,4,gasoline,30241,11.2,8.7,2.4,4.0,Inline,1
2019,Chevrolet,Corvette,9700.0,Coupe,Automatic,RWD,yellow,black,2,2,gasoline,77016,14.85,9.1,6.2,4.0,Other,2
2019,Dodge,Challenger,9291.0,Coupe,Automatic,RWD,black,black,2,2,gasoline,76477,17.6,10.7,2.4,8.0,Inline,3
2018,Porsche,Macan,59566.0,SUV,Automatic,4X4,black,black,5,4,gasoline,57909,13.7,10.3,2.4,6.0,V-Engine,2
2015,BMW,X3,169397.0,SUV,Automatic,4X4,white,black,5,4,gasoline,21352,11.1,8.4,2.4,4.0,Inline,2
2023,Cadillac,CT4,27.0,Sedan,Automatic,4X4,metallic,black,5,4,gasoline,53163,10.35,7.3,2.0,4.0,Inline,2
2015,Cadillac,Escalade,151000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,45688,10.8,8.7,2.4,8.0,Inline,1
2017,Nissan,Sentra,80556.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,11261,10.8,8.7,1.8,4.0,Inline,3
2018,BMW,M550i,79891.0,Sedan,Automatic,4X4,gray,black,5,4,gasoline,27649,14.3,9.4,2.4,8.0,Inline,3
2023,Mercedes-Benz,S580,90.0,SUV,Automatic,4X4,white,black,5,4,gasoline,239983,10.8,8.7,2.4,4.0,Other,1
2013,Ford,Escape,181807.0,SUV,Automatic,4X4,red,black,5,4,gasoline,10656,9.2,6.6,2.4,4.0,Inline,2
2018,Porsche,Cayenne,74875.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,58897,14.5,10.4,3.6,6.0,V-Engine,2
2019,Honda,Civic,83161.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,17531,7.9,6.1,2.4,4.0,Inline,3
2019,MINI,3,45043.0,Hatchback,Automatic,FWD,white,black,4,2,gasoline,24242,8.5,6.2,2.4,3.0,Inline,2
2023,Infiniti,QX60,25.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,76602,11.9,9.3,3.5,6.0,Inline,1
2017,Nissan,Rogue,120388.0,SUV,CVT,FWD,white,black,5,4,gasoline,20965,9.2,7.0,2.4,4.0,Inline,2
2023,Ford,F-150,10.0,Truck,Automatic,4X4,black,black,5,2,gasoline,78140,12.8,10.0,2.4,6.0,V-Engine,2
2023,Volkswagen,Atlas,5583.0,SUV,Automatic,4X4,white,black,5,4,gasoline,25708,13.4,10.1,2.4,6.0,V-Engine,4
2023,Chrysler,Pacifica,17.0,Van,Automatic,FWD,metallic,black,5,4,gasoline,30126,12.4,8.4,3.6,6.0,V-Engine,4
2023,Volkswagen,Atlas,90.0,SUV,Automatic,4X4,black,black,6,4,gasoline,61539,13.4,10.1,2.4,6.0,V-Engine,2
2023,GMC,Acadia,3.0,SUV,Automatic,4X4,black,black,5,2,gasoline,64709,12.6,9.2,3.6,6.0,Inline,1
2023,Chrysler,Pacifica,0.0,Van,CVT,FWD,gray,black,5,4,electric,76855,0.0,7.9,2.4,0.0,Electric,1
2017,Honda,Accord,149000.0,Sedan,Automatic,FWD,white,brown,5,4,hybrid,25466,4.9,5.1,2.4,4.0,Inline,2
2023,Chevrolet,Silverado,0.0,Truck,Automatic,4X4,red,black,5,2,gasoline,65670,14.8,11.8,5.3,8.0,Inline,2
2023,Ford,Bronco,0.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,34623,9.3,8.4,1.5,4.0,Other,3
2020,Kia,Sedona,54605.0,Van,Automatic,FWD,gray,black,5,4,gasoline,22776,10.8,8.7,2.4,4.0,Inline,3
2023,Jeep,Wrangler,17.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,70139,18.5,14.1,6.4,8.0,V-Engine,1
2022,Hyundai,Santa,2860.0,SUV,Automatic,4X4,black,black,5,4,gasoline,49689,11.0,8.5,2.4,4.0,Inline,1
2022,Tesla,Model,33000.0,Sedan,Automatic,RWD,black,black,5,4,electric,46813,0.0,8.7,2.4,0.0,Electric,3
2019,Tesla,Model,61000.0,Sedan,CVT,RWD,gray,black,5,4,electric,31882,0.0,8.7,0.0,0.0,Electric,3
2020,Ford,F-150,61754.0,Truck,Automatic,4X4,black,black,5,4,gasoline,48242,13.1,10.2,2.4,6.0,V-Engine,2
2021,Mazda,Mazda3,61301.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,32344,8.9,6.5,2.4,4.0,Inline,1
2020,Mazda,CX-3,93000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,26625,8.6,7.4,2.4,4.0,Inline,2
2015,Jeep,Compass,198300.0,SUV,Automatic,4X4,white,black,5,4,gasoline,14626,11.55,9.5,2.4,4.0,Other,2
2022,Ford,Escape,0.0,SUV,CVT,4X4,gray,black,5,4,hybrid,49691,5.5,6.4,2.4,4.0,Inline,1
2009,Dodge,RAM,178800.0,Truck,Automatic,4X4,other,gray,5,4,gasoline,9661,10.8,8.7,5.7,4.0,Other,2
2022,Tesla,Model,2117.0,Sedan,Automatic,4X4,gray,black,5,4,electric,48640,0.0,8.7,0.0,0.0,Electric,3
2013,Subaru,Forester,257100.0,SUV,Automatic,4X4,blue,gray,5,4,gasoline,4941,11.0,8.4,2.5,4.0,Other,3
2016,Honda,Odyssey,145988.0,Van,Automatic,FWD,blue,gray,8,4,gasoline,25677,12.3,8.5,3.5,6.0,V-Engine,2
2022,Ford,F-150,250.0,Truck,Automatic,4X4,black,black,5,4,gasoline,50322,14.8,10.9,5.0,8.0,V-Engine,3
2022,Volvo,XC90,7800.0,SUV,Automatic,4X4,white,gray,7,4,gasoline,84267,10.8,8.7,2.0,4.0,Inline,2
2019,Porsche,911,29982.0,Coupe,Automatic,4X4,blue,black,4,2,gasoline,198483,10.8,8.7,2.4,6.0,Inline,1
2018,Chevrolet,Equinox,129000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,13885,10.8,8.7,1.5,4.0,Other,3
2019,MINI,Convertible,40107.0,Convertible,Automatic,FWD,white,black,5,4,gasoline,24020,10.2,7.4,2.4,4.0,Inline,3
2023,BMW,X3,1210.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,69284,11.0,8.4,2.0,4.0,Inline,2
2023,Audi,A4,90.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,19625,10.8,8.7,2.0,4.0,Inline,4
2020,Mazda,CX-5,39356.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34990,9.8,7.9,2.4,4.0,Inline,2
